VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	term	shortname	P_adjusted	significant_P_adj	tissue_name
Brain_Substantia_nigra	COVAR	17338	0.010077	0.017348	0.0053176	0.029048	Brain_Substantia_nigra	f1538.1	Illness-induced dietary change	0.755248	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17338	-0.0087089	-0.016751	0.0078395	0.86669	Breast_Mammary_Tissue	f1538.1	Illness-induced dietary change	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17338	-0.0040484	-0.0086749	0.0040191	0.8431	Cells_Cultured_fibroblasts	f1538.1	Illness-induced dietary change	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17338	-0.0053905	-0.011763	0.0030166	0.96302	Cells_EBV-transformed_lymphocytes	f1538.1	Illness-induced dietary change	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17338	-0.016156	-0.03168	0.0075164	0.98419	Cervix_Ectocervix	f1538.1	Illness-induced dietary change	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17338	-0.012206	-0.024174	0.0071662	0.95573	Cervix_Endocervix	f1538.1	Illness-induced dietary change	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17338	-0.013925	-0.027249	0.007782	0.96322	Colon_Sigmoid	f1538.1	Illness-induced dietary change	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17338	-0.018663	-0.034319	0.0071696	0.99538	Colon_Transverse	f1538.1	Illness-induced dietary change	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17338	-0.01563	-0.030775	0.0079702	0.97505	Esophagus_Gastroesophageal_Junction	f1538.1	Illness-induced dietary change	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17338	-0.0089384	-0.017281	0.0047491	0.97008	Esophagus_Mucosa	f1538.1	Illness-induced dietary change	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17338	-0.018315	-0.036134	0.0077146	0.9912	Esophagus_Muscularis	f1538.1	Illness-induced dietary change	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17338	-0.0094549	-0.018349	0.0073197	0.90176	Fallopian_Tube	f1538.1	Illness-induced dietary change	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17338	0.0042087	0.0075554	0.0059268	0.23882	Heart_Atrial_Appendage	f1538.1	Illness-induced dietary change	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17338	-0.00048005	-0.00080122	0.0056488	0.53386	Heart_Left_Ventricle	f1538.1	Illness-induced dietary change	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17338	0.0031339	0.0055075	0.0056152	0.28839	Kidney_Cortex	f1538.1	Illness-induced dietary change	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17338	0.0060212	0.011136	0.0057641	0.14811	Kidney_Medulla	f1538.1	Illness-induced dietary change	1	FALSE	Kidney Medulla
Liver	COVAR	17338	-0.0010111	-0.0018204	0.0039254	0.60163	Liver	f1538.1	Illness-induced dietary change	1	FALSE	Liver
Lung	COVAR	17338	-0.0043415	-0.0083959	0.0057045	0.77668	Lung	f1538.1	Illness-induced dietary change	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17338	-0.005485	-0.01021	0.005974	0.82072	Minor_Salivary_Gland	f1538.1	Illness-induced dietary change	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17338	0.0028023	0.0053007	0.0043034	0.25747	Muscle_Skeletal	f1538.1	Illness-induced dietary change	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17338	-0.010463	-0.021065	0.0062895	0.9519	Nerve_Tibial	f1538.1	Illness-induced dietary change	1	FALSE	Nerve Tibial
Ovary	COVAR	17338	-0.0012581	-0.002551	0.006016	0.58283	Ovary	f1538.1	Illness-induced dietary change	1	FALSE	Ovary
Pancreas	COVAR	17338	-0.0026008	-0.004348	0.00522	0.69084	Pancreas	f1538.1	Illness-induced dietary change	1	FALSE	Pancreas
Pituitary	COVAR	17338	0.0011579	0.0021592	0.0055521	0.4174	Pituitary	f1538.1	Illness-induced dietary change	1	FALSE	Pituitary
Prostate	COVAR	17338	-0.017497	-0.033204	0.0073962	0.991	Prostate	f1538.1	Illness-induced dietary change	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17338	-0.0099296	-0.019156	0.0048319	0.98005	Skin_Not_Sun_Exposed_Suprapubic	f1538.1	Illness-induced dietary change	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17338	-0.010934	-0.021225	0.0048443	0.988	Skin_Sun_Exposed_Lower_leg	f1538.1	Illness-induced dietary change	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17338	-0.011762	-0.021634	0.0059269	0.97639	Small_Intestine_Terminal_Ileum	f1538.1	Illness-induced dietary change	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17338	-0.0059385	-0.011772	0.0045479	0.90417	Spleen	f1538.1	Illness-induced dietary change	1	FALSE	Spleen
Stomach	COVAR	17338	-0.010151	-0.018444	0.0074726	0.91283	Stomach	f1538.1	Illness-induced dietary change	1	FALSE	Stomach
Testis	COVAR	17338	0.010141	0.017513	0.0034624	0.0017034	Testis	f1538.1	Illness-induced dietary change	0.0442884	TRUE	Testis
Thyroid	COVAR	17338	-0.00036761	-0.00072811	0.0060033	0.52441	Thyroid	f1538.1	Illness-induced dietary change	1	FALSE	Thyroid
Uterus	COVAR	17338	-0.0038824	-0.0079124	0.0067961	0.71609	Uterus	f1538.1	Illness-induced dietary change	1	FALSE	Uterus
Vagina	COVAR	17338	-0.015304	-0.029276	0.0068339	0.98743	Vagina	f1538.1	Illness-induced dietary change	1	FALSE	Vagina
Whole_Blood	COVAR	17338	-0.0016355	-0.0029552	0.003474	0.6811	Whole_Blood	f1538.1	Illness-induced dietary change	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17343	-0.031627	-0.063134	0.0071284	1	Adipose_Subcutaneous	f1548	Diet variety	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17343	-0.027725	-0.05386	0.0073897	0.99991	Adipose_Visceral_Omentum	f1548	Diet variety	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17343	-0.0013267	-0.0025614	0.0065776	0.57993	Adrenal_Gland	f1548	Diet variety	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17343	-0.02534	-0.05172	0.0067799	0.99991	Artery_Aorta	f1548	Diet variety	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17343	-0.026654	-0.05307	0.0078921	0.99963	Artery_Coronary	f1548	Diet variety	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17343	-0.026207	-0.053963	0.0066251	0.99996	Artery_Tibial	f1548	Diet variety	1	FALSE	Artery Tibial
Bladder	COVAR	17343	-0.039292	-0.076606	0.0087166	1	Bladder	f1548	Diet variety	1	FALSE	Bladder
Brain_Amygdala	COVAR	17343	0.023216	0.03956	0.0052342	4.6246e-06	Brain_Amygdala	f1548	Diet variety	0.0001202396	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17343	0.022842	0.040356	0.0047994	9.7922e-07	Brain_Anterior_cingulate_cortex_BA24	f1548	Diet variety	2.545972e-05	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17343	0.023936	0.041355	0.0052455	2.538e-06	Brain_Caudate_basal_ganglia	f1548	Diet variety	6.5988e-05	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17343	0.022014	0.044172	0.0040373	2.5181e-08	Brain_Cerebellar_Hemisphere	f1548	Diet variety	6.54706e-07	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17343	0.022916	0.045492	0.0041642	1.8924e-08	Brain_Cerebellum	f1548	Diet variety	4.92024e-07	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17343	0.023629	0.043099	0.0047314	2.9843e-07	Brain_Cortex	f1548	Diet variety	7.75918e-06	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17343	0.021894	0.040348	0.0045675	8.266e-07	Brain_Frontal_Cortex_BA9	f1548	Diet variety	2.14916e-05	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17343	0.023002	0.038962	0.0053209	7.7398e-06	Brain_Hippocampus	f1548	Diet variety	0.0002012348	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17343	0.018819	0.032401	0.005387	0.00023906	Brain_Hypothalamus	f1548	Diet variety	0.00621556	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17343	0.022841	0.039637	0.0050582	3.1774e-06	Brain_Nucleus_accumbens_basal_ganglia	f1548	Diet variety	8.26124e-05	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17343	0.024344	0.041433	0.0052893	2.1021e-06	Brain_Putamen_basal_ganglia	f1548	Diet variety	5.46546e-05	TRUE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17343	0.016332	0.029365	0.0057197	0.0021515	Brain_Spinal_cord_cervical_c-1	f1548	Diet variety	0.055939	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17343	0.018421	0.031717	0.005708	0.00062633	Brain_Substantia_nigra	f1548	Diet variety	0.01628458	TRUE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17343	-0.034694	-0.066735	0.0084006	0.99998	Breast_Mammary_Tissue	f1548	Diet variety	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17343	-0.0054209	-0.011617	0.0043299	0.8947	Cells_Cultured_fibroblasts	f1548	Diet variety	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17343	-0.0010197	-0.0022251	0.0032355	0.62368	Cells_EBV-transformed_lymphocytes	f1548	Diet variety	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17343	-0.030016	-0.058851	0.0080346	0.99991	Cervix_Ectocervix	f1548	Diet variety	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17343	-0.026316	-0.052109	0.0076913	0.99969	Cervix_Endocervix	f1548	Diet variety	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17343	-0.020914	-0.040919	0.0083285	0.99398	Colon_Sigmoid	f1548	Diet variety	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17343	-0.01834	-0.033732	0.0076817	0.99151	Colon_Transverse	f1548	Diet variety	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17343	-0.028918	-0.05693	0.0085736	0.99963	Esophagus_Gastroesophageal_Junction	f1548	Diet variety	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17343	-0.0034701	-0.0067099	0.0050407	0.7544	Esophagus_Mucosa	f1548	Diet variety	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17343	-0.030388	-0.059944	0.008311	0.99987	Esophagus_Muscularis	f1548	Diet variety	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17343	-0.027712	-0.053778	0.0078629	0.99979	Fallopian_Tube	f1548	Diet variety	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17343	-0.00014356	-0.00025775	0.0063036	0.50908	Heart_Atrial_Appendage	f1548	Diet variety	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17343	-0.0031553	-0.0052674	0.0060169	0.7	Heart_Left_Ventricle	f1548	Diet variety	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17343	-0.001962	-0.0034486	0.0059658	0.62887	Kidney_Cortex	f1548	Diet variety	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17343	-0.0052884	-0.0097819	0.0061555	0.80486	Kidney_Medulla	f1548	Diet variety	1	FALSE	Kidney Medulla
Liver	COVAR	17343	-0.00013421	-0.00024169	0.0041669	0.51285	Liver	f1548	Diet variety	1	FALSE	Liver
Lung	COVAR	17343	-0.022874	-0.044237	0.0060776	0.99992	Lung	f1548	Diet variety	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17343	-0.015554	-0.028955	0.0063638	0.99274	Minor_Salivary_Gland	f1548	Diet variety	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17343	-0.0024134	-0.0045654	0.0045782	0.70095	Muscle_Skeletal	f1548	Diet variety	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17343	-0.010469	-0.021075	0.0067021	0.94085	Nerve_Tibial	f1548	Diet variety	1	FALSE	Nerve Tibial
Ovary	COVAR	17343	-0.007983	-0.016184	0.0064181	0.89321	Ovary	f1548	Diet variety	1	FALSE	Ovary
Pancreas	COVAR	17343	0.0009893	0.0016546	0.0055284	0.42899	Pancreas	f1548	Diet variety	1	FALSE	Pancreas
Pituitary	COVAR	17343	0.0026028	0.0048524	0.0059448	0.33076	Pituitary	f1548	Diet variety	1	FALSE	Pituitary
Prostate	COVAR	17343	-0.022938	-0.043529	0.0079411	0.99806	Prostate	f1548	Diet variety	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17343	-0.0071932	-0.013878	0.0050848	0.92141	Skin_Not_Sun_Exposed_Suprapubic	f1548	Diet variety	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17343	-0.0079557	-0.015444	0.0050956	0.94076	Skin_Sun_Exposed_Lower_leg	f1548	Diet variety	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17343	-0.013438	-0.024721	0.0063861	0.98231	Small_Intestine_Terminal_Ileum	f1548	Diet variety	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17343	-0.0072704	-0.014414	0.0048644	0.93248	Spleen	f1548	Diet variety	1	FALSE	Spleen
Stomach	COVAR	17343	-0.0094733	-0.017217	0.0079804	0.88239	Stomach	f1548	Diet variety	1	FALSE	Stomach
Testis	COVAR	17343	0.00077093	0.0013306	0.00371	0.4177	Testis	f1548	Diet variety	1	FALSE	Testis
Thyroid	COVAR	17343	-0.018461	-0.036564	0.0064038	0.99803	Thyroid	f1548	Diet variety	1	FALSE	Thyroid
Uterus	COVAR	17343	-0.022287	-0.045412	0.0072721	0.99891	Uterus	f1548	Diet variety	1	FALSE	Uterus
Vagina	COVAR	17343	-0.020344	-0.038913	0.0072896	0.99737	Vagina	f1548	Diet variety	1	FALSE	Vagina
Whole_Blood	COVAR	17343	-0.00040052	-0.00072395	0.0037274	0.54278	Whole_Blood	f1548	Diet variety	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17352	-0.016255	-0.032443	0.0081183	0.97736	Adipose_Subcutaneous	f1558	Alcohol intake	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17352	-0.020807	-0.040417	0.008403	0.99336	Adipose_Visceral_Omentum	f1558	Alcohol intake	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17352	-0.0093551	-0.018058	0.0074995	0.89387	Adrenal_Gland	f1558	Alcohol intake	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17352	-0.011482	-0.023431	0.0077504	0.93075	Artery_Aorta	f1558	Alcohol intake	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17352	-0.023582	-0.046945	0.0090281	0.9955	Artery_Coronary	f1558	Alcohol intake	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17352	-0.012367	-0.025462	0.0075877	0.94843	Artery_Tibial	f1558	Alcohol intake	1	FALSE	Artery Tibial
Bladder	COVAR	17352	-0.02038	-0.039725	0.0098889	0.98033	Bladder	f1558	Alcohol intake	1	FALSE	Bladder
Brain_Amygdala	COVAR	17352	0.016436	0.027996	0.0059303	0.002793	Brain_Amygdala	f1558	Alcohol intake	0.072618	FALSE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17352	0.018578	0.032814	0.0054692	0.00034149	Brain_Anterior_cingulate_cortex_BA24	f1558	Alcohol intake	0.00887874	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17352	0.019352	0.033423	0.0059557	0.00057971	Brain_Caudate_basal_ganglia	f1558	Alcohol intake	0.01507246	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17352	0.020908	0.04195	0.0045939	2.6851e-06	Brain_Cerebellar_Hemisphere	f1558	Alcohol intake	6.98126e-05	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17352	0.022745	0.045149	0.0047365	7.9218e-07	Brain_Cerebellum	f1558	Alcohol intake	2.059668e-05	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17352	0.021018	0.038327	0.0054025	5.0245e-05	Brain_Cortex	f1558	Alcohol intake	0.00130637	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17352	0.018726	0.034502	0.0052082	0.00016236	Brain_Frontal_Cortex_BA9	f1558	Alcohol intake	0.00422136	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17352	0.01494	0.025297	0.0060335	0.0066431	Brain_Hippocampus	f1558	Alcohol intake	0.1727206	FALSE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17352	0.019624	0.033777	0.0061256	0.0006799	Brain_Hypothalamus	f1558	Alcohol intake	0.0176774	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17352	0.020502	0.035566	0.0057555	0.00018443	Brain_Nucleus_accumbens_basal_ganglia	f1558	Alcohol intake	0.00479518	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17352	0.018891	0.03214	0.0060041	0.00082777	Brain_Putamen_basal_ganglia	f1558	Alcohol intake	0.02152202	TRUE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17352	0.003511	0.0063104	0.0065145	0.29496	Brain_Spinal_cord_cervical_c-1	f1558	Alcohol intake	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17352	0.012318	0.021201	0.0064904	0.028867	Brain_Substantia_nigra	f1558	Alcohol intake	0.750542	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17352	-0.020578	-0.039574	0.0095482	0.98442	Breast_Mammary_Tissue	f1558	Alcohol intake	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17352	-0.011301	-0.024215	0.0049428	0.98888	Cells_Cultured_fibroblasts	f1558	Alcohol intake	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17352	-0.0049908	-0.010889	0.0036872	0.91205	Cells_EBV-transformed_lymphocytes	f1558	Alcohol intake	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17352	-0.0083835	-0.016436	0.009154	0.82011	Cervix_Ectocervix	f1558	Alcohol intake	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17352	-0.0072819	-0.014417	0.0087339	0.79778	Cervix_Endocervix	f1558	Alcohol intake	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17352	0.0038228	0.0074785	0.0094747	0.3433	Colon_Sigmoid	f1558	Alcohol intake	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17352	-0.0092589	-0.017025	0.0087506	0.85499	Colon_Transverse	f1558	Alcohol intake	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17352	0.0039765	0.0078279	0.0097515	0.34172	Esophagus_Gastroesophageal_Junction	f1558	Alcohol intake	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17352	-0.013869	-0.026815	0.0058079	0.99152	Esophagus_Mucosa	f1558	Alcohol intake	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17352	0.0015779	0.0031124	0.0094437	0.43365	Esophagus_Muscularis	f1558	Alcohol intake	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17352	-0.0094846	-0.018401	0.0089705	0.85481	Fallopian_Tube	f1558	Alcohol intake	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17352	-0.0082257	-0.014766	0.0072353	0.8722	Heart_Atrial_Appendage	f1558	Alcohol intake	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17352	-0.010173	-0.016977	0.0068852	0.93021	Heart_Left_Ventricle	f1558	Alcohol intake	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17352	-0.016377	-0.028779	0.006768	0.99223	Kidney_Cortex	f1558	Alcohol intake	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17352	-0.016653	-0.030798	0.0069967	0.99134	Kidney_Medulla	f1558	Alcohol intake	1	FALSE	Kidney Medulla
Liver	COVAR	17352	-0.004181	-0.007528	0.0047574	0.81025	Liver	f1558	Alcohol intake	1	FALSE	Liver
Lung	COVAR	17352	-0.011513	-0.02226	0.006935	0.95154	Lung	f1558	Alcohol intake	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17352	-0.015643	-0.02912	0.0073013	0.98392	Minor_Salivary_Gland	f1558	Alcohol intake	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17352	-0.0054477	-0.010304	0.0052638	0.84964	Muscle_Skeletal	f1558	Alcohol intake	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17352	-0.0070576	-0.014207	0.0076233	0.82272	Nerve_Tibial	f1558	Alcohol intake	1	FALSE	Nerve Tibial
Ovary	COVAR	17352	0.00011848	0.00024018	0.0073105	0.49353	Ovary	f1558	Alcohol intake	1	FALSE	Ovary
Pancreas	COVAR	17352	-0.0026958	-0.0045076	0.0063408	0.66464	Pancreas	f1558	Alcohol intake	1	FALSE	Pancreas
Pituitary	COVAR	17352	0.023164	0.043179	0.0067576	0.000305	Pituitary	f1558	Alcohol intake	0.00793	TRUE	Pituitary
Prostate	COVAR	17352	-0.017926	-0.034011	0.0090555	0.97611	Prostate	f1558	Alcohol intake	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17352	-0.013642	-0.026318	0.0058595	0.99004	Skin_Not_Sun_Exposed_Suprapubic	f1558	Alcohol intake	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17352	-0.013109	-0.025444	0.0058657	0.98728	Skin_Sun_Exposed_Lower_leg	f1558	Alcohol intake	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17352	-0.0096191	-0.017691	0.0072081	0.90897	Small_Intestine_Terminal_Ileum	f1558	Alcohol intake	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17352	-0.012304	-0.024386	0.0055412	0.9868	Spleen	f1558	Alcohol intake	1	FALSE	Spleen
Stomach	COVAR	17352	-0.016575	-0.030114	0.0090999	0.96572	Stomach	f1558	Alcohol intake	1	FALSE	Stomach
Testis	COVAR	17352	0.00033906	0.00058539	0.0041969	0.46781	Testis	f1558	Alcohol intake	1	FALSE	Testis
Thyroid	COVAR	17352	-0.0093056	-0.018427	0.0073415	0.89751	Thyroid	f1558	Alcohol intake	1	FALSE	Thyroid
Uterus	COVAR	17352	-0.0053237	-0.010847	0.0082267	0.74122	Uterus	f1558	Alcohol intake	1	FALSE	Uterus
Vagina	COVAR	17352	-0.016069	-0.030739	0.0083523	0.97281	Vagina	f1558	Alcohol intake	1	FALSE	Vagina
Whole_Blood	COVAR	17352	-0.0031868	-0.0057592	0.0042337	0.77419	Whole_Blood	f1558	Alcohol intake	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17340	-0.021653	-0.04322	0.0069565	0.99907	Adipose_Subcutaneous	f6144.4	Never eat sugar	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17340	-0.019027	-0.036962	0.0072253	0.99577	Adipose_Visceral_Omentum	f6144.4	Never eat sugar	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17340	-0.0070053	-0.013524	0.0064419	0.86157	Adrenal_Gland	f6144.4	Never eat sugar	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17340	-0.015666	-0.031976	0.0065966	0.99122	Artery_Aorta	f6144.4	Never eat sugar	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17340	-0.017768	-0.035377	0.0076821	0.98963	Artery_Coronary	f6144.4	Never eat sugar	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17340	-0.009852	-0.020287	0.0064438	0.93685	Artery_Tibial	f6144.4	Never eat sugar	1	FALSE	Artery Tibial
Bladder	COVAR	17340	-0.029485	-0.057485	0.0084716	0.99975	Bladder	f6144.4	Never eat sugar	1	FALSE	Bladder
Brain_Amygdala	COVAR	17340	0.016325	0.027813	0.005071	0.00064376	Brain_Amygdala	f6144.4	Never eat sugar	0.01673776	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17340	0.015539	0.02745	0.004673	0.00044247	Brain_Anterior_cingulate_cortex_BA24	f6144.4	Never eat sugar	0.01150422	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17340	0.013482	0.023288	0.0050808	0.0039866	Brain_Caudate_basal_ganglia	f6144.4	Never eat sugar	0.1036516	FALSE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17340	0.012986	0.02606	0.0039115	0.00045104	Brain_Cerebellar_Hemisphere	f6144.4	Never eat sugar	0.01172704	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17340	0.014361	0.028511	0.0040353	0.00018678	Brain_Cerebellum	f6144.4	Never eat sugar	0.00485628	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17340	0.016206	0.029556	0.0046188	0.00022579	Brain_Cortex	f6144.4	Never eat sugar	0.00587054	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17340	0.014797	0.027267	0.004452	0.00044509	Brain_Frontal_Cortex_BA9	f6144.4	Never eat sugar	0.01157234	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17340	0.018667	0.031614	0.0051518	0.0001458	Brain_Hippocampus	f6144.4	Never eat sugar	0.0037908	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17340	0.014283	0.024588	0.0052451	0.0032366	Brain_Hypothalamus	f6144.4	Never eat sugar	0.0841516	FALSE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17340	0.014	0.024291	0.0049157	0.0022016	Brain_Nucleus_accumbens_basal_ganglia	f6144.4	Never eat sugar	0.0572416	FALSE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17340	0.014477	0.024634	0.0051191	0.0023441	Brain_Putamen_basal_ganglia	f6144.4	Never eat sugar	0.0609466	FALSE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17340	0.01609	0.028928	0.0055505	0.0018755	Brain_Spinal_cord_cervical_c-1	f6144.4	Never eat sugar	0.048763	TRUE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17340	0.017758	0.030574	0.0055347	0.00066832	Brain_Substantia_nigra	f6144.4	Never eat sugar	0.01737632	TRUE	Brain Substantia nigra
